spiketime,electrodes
13384.3,11
14732.7,59
14736.1,56
14736.6,25
14736.7,3
14738.3,21
14738.5,30
14740.0,37
14740.5,25
14740.8,11
14740.9,18
14740.9,49
14741.8,50
14742.0,16
14742.2,21
14743.0,39
14743.5,36
14743.6,12
14744.1,41
14744.4,30
14744.9,16
14744.9,17
14745.1,29
14745.2,19
14745.5,9
14745.8,18
14746.2,25
14746.2,49
14746.4,14
14746.5,27
14746.6,11
14746.8,47
14747.3,17
14747.5,59
14747.7,57
14747.8,16
14747.8,18
14748.1,23
14748.2,3
14748.5,21
14748.8,11
14748.8,50
14748.8,51
14748.9,12
14749.1,48
14749.4,45
14749.5,17
14749.5,38
14749.7,57
14750.1,49
14750.2,56
14750.5,26
14750.6,41
14750.9,50
14751.1,21
14751.1,25
14752.1,49
14753.1,38
14753.4,51
14753.5,50
14753.8,47
14757.2,12
14757.3,59
14758.4,50
14759.3,18
14759.5,9
14759.5,49
14759.7,33
14760.8,27
14760.9,31
14761.1,43
14761.3,16
14761.8,25
14761.9,21
14762.0,4
14762.6,38
14762.6,57
14762.9,50
14762.9,55
14763.9,56
14764.9,49
14765.2,50
14766.7,59
14768.6,50
14770.2,21
14770.8,50
14772.8,57
14773.0,26
14773.7,29
14774.5,31
14775.4,16
14777.0,11
14777.9,50
14778.8,12
14779.4,57
14780.8,50
14782.3,57
14782.4,4
14782.8,56
14782.9,6
14783.6,49
14785.1,50
14785.5,59
14785.6,49
14786.0,48
14786.2,57
14786.3,53
14786.9,12
14787.5,33
14788.9,18
14789.1,12
14790.9,16
14790.9,21
14791.7,9
14792.6,29
14793.2,19
14803.8,53
14805.7,45
14806.0,11
14806.1,50
14806.4,49
14806.7,4
14806.7,43
14807.4,16
14807.8,57
14807.9,6
14808.0,10
14808.0,56
14808.1,11
14809.3,20
14810.5,21
14810.8,18
14812.1,11
14813.7,21
14813.9,18
14814.7,25
14825.6,59
14826.7,49
14826.9,50
14827.3,57
14828.7,45
14828.7,49
14828.7,55
14829.2,27
14830.2,57
14831.0,4
14831.0,50
14832.1,6
14832.1,12
14832.5,20
14833.3,11
14833.7,16
14835.4,22
14835.5,21
14836.7,19
14850.1,53
14851.7,19
14851.7,57
14852.2,49
14852.3,50
14854.6,16
14858.3,21
14858.9,19
14859.3,12
14864.8,6
14870.0,53
14874.5,50
14875.7,56
14878.5,19
14880.3,21
14885.5,12
14885.6,19
14886.1,57
14895.3,11
14900.1,49
14900.9,21
14902.4,19
14902.5,50
14905.9,16
14909.0,12
14910.7,20
14915.7,34
14918.9,12
14921.1,50
14922.9,37
14933.4,12
14941.8,57
14944.3,31
14948.7,50
14951.4,25
14955.4,12
14962.1,37
14969.6,31
14969.9,12
14971.0,50
14971.0,57
14971.2,56
14971.9,24
14972.0,12
14975.1,11
14986.2,37
14991.3,12
14991.5,25
14992.1,37
14997.4,12
15001.5,57
15003.3,37
15010.7,50
15011.3,11
15012.1,56
15019.7,53
15021.2,37
15027.9,12
15029.1,19
15032.1,49
15036.9,37
15037.0,57
15045.1,24
15046.4,25
15055.0,50
15059.0,12
15063.6,12
15063.7,25
15065.0,24
15071.4,57
15086.9,25
15088.8,12
15095.7,57
