spiketime,electrodes
455.4,51
810.8,51
1214.5,51
1491.3,51
1892.0,51
2461.3,51
2876.8,51
3151.6,51
3394.0,51
3609.3,51
3937.9,51
4207.9,51
4450.6,51
4662.4,51
5046.6,51
13734.5,7
22012.6,51
22234.7,51
22429.6,51
22597.9,51
22772.1,51
23012.7,51
23212.4,51
23440.0,51
23648.8,51
23841.3,51
24049.4,51
24316.3,51
24549.4,51
24850.2,51
25194.2,51
25516.1,51
25923.6,51
26280.5,51
26937.0,51
27224.0,51
27850.7,51
29534.9,7
34276.5,57
34290.4,36
34291.1,55
34293.9,57
34295.8,51
34299.1,55
34299.4,59
34300.0,57
34302.0,6
34303.6,42
34304.9,26
34306.7,12
34309.2,43
34309.9,26
34310.5,55
34311.3,24
34312.8,59
34314.6,57
34314.9,42
34316.0,49
34316.1,38
34316.1,47
34316.3,22
34317.4,6
34317.5,59
34318.4,36
34319.5,46
34320.7,6
34320.7,38
34321.1,32
34321.3,47
34321.4,24
34322.0,28
34322.3,42
34322.8,51
34322.9,38
34323.6,24
34323.9,17
34323.9,47
34324.1,28
34324.1,46
34324.4,22
34324.7,16
34324.8,59
34325.0,49
34325.4,50
34325.8,51
34326.0,26
34326.1,24
34326.2,45
34326.2,47
34326.5,57
34326.8,22
34326.9,59
34327.0,32
34327.0,53
34327.4,56
34327.5,38
34327.6,34
34328.0,28
34328.0,43
34328.1,24
34328.1,30
34328.2,31
34328.6,26
34328.6,47
34328.9,22
34328.9,42
34329.1,20
34329.1,57
34329.2,51
34329.3,16
34329.4,17
34329.6,27
34329.6,37
34329.7,36
34329.9,38
34329.9,40
34330.0,6
34330.0,29
34330.3,19
34330.3,28
34330.3,43
34330.3,49
34330.4,24
34330.8,26
34330.9,14
34330.9,45
34330.9,50
34331.1,46
34331.3,16
34331.5,47
34331.6,22
34331.8,7
34332.2,57
34332.4,30
34332.4,49
34332.5,38
34332.8,36
34332.8,51
34332.8,53
34332.9,10
34333.3,19
34333.3,24
34333.3,50
34333.6,16
34333.6,47
34333.7,14
34333.7,20
34333.7,59
34333.9,56
34334.0,6
34334.3,28
34334.4,22
34334.5,1
34334.5,12
34334.6,40
34334.7,17
34334.7,34
34334.9,49
34335.0,38
34335.2,55
34335.3,24
34335.3,26
34335.3,57
34335.5,48
34335.8,7
34335.8,16
34335.9,4
34335.9,50
34336.1,46
34336.3,27
34336.5,47
34336.6,51
34336.7,6
34336.7,13
34336.7,58
34336.9,17
34337.0,38
34337.2,22
34337.2,28
34337.5,24
34337.5,56
34337.6,20
34337.6,37
34337.8,7
34338.1,59
34338.2,16
34338.2,50
34338.4,14
34338.5,47
34338.7,26
34338.8,32
34339.0,46
34339.1,10
34339.5,6
34339.8,7
34339.9,36
34339.9,43
34339.9,57
34340.8,19
34341.0,17
34341.3,47
34341.5,51
34341.7,26
34342.0,57
34342.3,59
34342.4,50
34343.2,56
34343.4,46
34343.8,51
34344.1,6
34344.3,47
34344.3,49
34344.5,19
34345.4,50
34346.4,22
34347.1,30
34347.6,47
34347.7,17
34348.2,59
34348.4,38
34349.8,20
34349.9,50
34350.0,26
34351.1,10
34351.2,7
34352.0,47
34353.3,7
34353.3,51
34353.5,57
34354.6,56
34355.1,1
34355.2,47
34355.2,50
34355.6,31
34356.1,30
34356.2,38
34356.2,46
34356.3,32
34356.3,49
34357.2,50
34357.6,51
34357.8,6
34359.2,47
34359.3,34
34360.1,7
34361.0,22
34361.1,16
34362.3,24
34363.0,7
34363.0,10
34363.0,20
34363.4,57
34363.5,30
34363.7,16
34364.0,26
34364.4,24
34364.7,22
34365.0,47
34365.0,49
34365.6,50
34366.2,26
34367.1,46
34367.1,56
34367.2,47
34367.3,49
34367.6,50
34368.1,51
34368.6,7
34369.6,6
34369.6,38
34369.7,1
34369.8,57
34370.6,47
34370.8,32
34371.6,16
34373.6,16
34374.2,24
34376.2,12
34376.9,16
34377.8,7
34377.8,49
34378.5,47
34379.6,50
34380.6,46
34381.2,38
34382.8,16
34382.9,34
34383.3,7
34384.0,32
34384.8,19
34385.2,57
34385.7,16
34386.2,51
34386.3,7
34386.3,20
34386.7,30
34386.9,1
34387.1,24
34387.1,27
34388.0,17
34388.2,50
34389.6,22
34390.2,47
34394.8,7
34397.3,47
34399.4,16
34399.9,38
34400.4,47
34400.6,7
34401.1,49
34401.2,32
34401.3,46
34401.6,16
34402.6,20
34403.3,51
34404.3,50
34405.3,55
34407.2,50
34409.6,49
34412.4,16
34412.6,7
34415.1,38
34415.4,32
34415.8,16
34415.9,34
34417.1,49
34417.2,6
34417.6,47
34418.4,46
34418.6,25
34418.6,57
34420.3,50
34422.7,50
34422.8,54
34424.1,16
34432.9,7
34433.1,49
34434.0,16
34434.5,38
34434.7,22
34434.7,24
34434.8,34
34435.5,32
34435.5,57
34436.0,16
34437.1,20
34439.4,1
34440.1,49
34440.9,50
34441.9,46
34442.0,51
34444.4,47
34446.2,16
34446.8,7
34447.5,24
34447.8,4
34448.6,32
34449.0,57
34451.2,20
34451.7,49
34453.4,43
34453.9,49
34454.0,50
34454.3,47
34458.9,24
34459.0,34
34459.2,7
34460.1,16
34460.3,3
34460.5,1
34461.2,57
34461.5,24
34462.4,49
34462.5,16
34462.6,20
34462.6,32
34463.4,54
34464.2,36
34464.3,22
34464.8,47
34465.3,46
34465.7,57
34465.8,50
34466.5,49
34467.5,47
34469.7,59
34469.9,7
34471.6,16
34472.0,7
34473.0,24
34475.1,34
34475.3,24
34475.3,57
34475.6,49
34475.9,54
34476.1,22
34476.2,47
34476.5,32
34477.1,50
34477.5,57
34477.6,49
34477.6,51
34478.4,1
34478.7,22
34478.7,46
34479.4,36
34483.5,6
34484.4,7
34486.1,16
34486.2,57
34486.5,24
34486.7,59
34487.0,20
34487.3,49
34487.8,19
34488.1,16
