spiketime,electrodes
7413.0,39
7418.7,56
7431.4,51
7431.9,49
7433.4,38
7440.3,4
7443.7,55
7444.2,21
7444.4,30
7446.1,17
7448.2,55
7449.4,29
7452.3,49
7452.6,30
7452.7,50
7453.4,46
7453.8,21
7456.5,18
7458.1,17
7458.7,34
7459.1,25
7459.3,48
7460.3,29
7461.4,47
7465.7,5
7469.9,59
7473.8,49
7475.2,43
7476.0,4
7476.0,49
7476.3,30
7477.7,50
7482.1,50
7483.6,34
7487.1,50
7487.6,21
7489.4,59
7498.3,49
7499.1,50
7502.2,51
7502.8,57
7503.7,53
7504.7,33
7506.1,50
7507.6,18
7507.7,30
7507.8,56
7507.9,51
7508.1,27
7508.2,50
7508.3,4
7508.6,39
7508.7,57
7509.0,25
7509.4,49
7509.8,43
7510.2,42
7510.5,34
7510.7,55
7511.1,50
7512.1,49
7526.4,53
7530.0,49
7539.7,49
7540.7,25
7544.0,49
7544.4,53
7553.0,25
7556.8,59
7563.1,25
7583.3,52
7584.1,49
7585.7,51
7586.4,53
7598.9,42
7614.6,49
7615.4,52
7616.9,57
7618.4,38
7622.5,52
7624.0,25
7627.8,50
7631.4,49
7633.9,56
7644.3,53
7647.3,50
7650.0,55
7651.1,53
7678.6,49
7687.5,59
7689.4,52
7691.7,53
7694.0,50
7698.4,49
7709.7,57
7727.4,49
7733.1,55
7734.9,56
7748.2,55
7768.6,49
15201.8,46
15210.3,38
15215.6,47
15217.4,55
15218.5,49
15219.3,38
15221.6,46
15223.3,38
15225.6,17
15225.9,47
15226.6,56
15229.6,49
15229.7,30
15230.3,47
15231.2,3
15231.3,55
15231.6,6
15231.6,49
15232.2,46
15233.3,34
15234.5,21
15237.1,55
15237.4,49
15238.0,5
15238.7,56
15241.9,47
15242.3,51
15242.6,50
15244.1,56
15244.2,59
15247.8,9
15248.0,49
15249.6,17
15250.1,47
15250.7,51
15252.2,49
15252.2,56
15252.5,38
15253.2,34
15256.9,21
15257.9,55
15258.7,9
15259.9,49
15259.9,55
15260.2,25
15260.8,30
15261.8,56
15263.3,47
15264.0,17
15264.6,51
15269.7,49
15269.8,4
15270.5,51
15270.5,56
15272.8,52
15274.1,9
15276.7,49
15276.8,5
15277.4,55
15277.9,50
15278.8,51
15282.2,21
15283.8,4
15284.1,49
15284.3,43
15287.6,4
15289.8,47
15290.5,34
15290.5,51
15292.3,49
15294.8,38
15295.6,56
15295.8,50
15296.1,49
15303.0,51
15303.1,55
15304.0,49
15304.2,47
15307.1,56
15311.0,49
15312.8,50
15313.3,46
15313.8,47
15314.4,56
15316.2,47
15316.9,37
15319.1,51
15323.3,49
15323.9,56
15324.2,5
15325.8,49
15335.0,3
15335.2,47
15338.2,56
15338.3,52
15338.5,46
15340.6,49
15341.9,51
15345.4,49
15356.9,49
15357.4,47
15362.5,42
15363.2,56
15364.0,49
15364.9,21
15367.8,3
15372.1,56
15375.1,51
15379.9,47
15384.5,46
15386.4,56
15386.7,49
15394.0,52
15405.1,49
15406.1,52
15410.9,47
15419.0,52
15425.7,49
15437.1,37
15447.3,59
15447.5,56
15450.6,49
15452.2,52
15465.7,49
15477.2,46
15481.4,52
15482.9,47
15485.0,56
15488.0,49
15491.5,59
15500.8,49
15511.0,5
15513.0,56
15522.5,49
15527.6,55
15536.5,56
15539.5,49
15540.3,46
15542.1,37
15543.1,49
15552.3,59
15555.3,56
15560.5,39
15575.3,55
15576.9,38
15577.1,49
15577.9,56
15579.0,59
15579.3,49
15598.7,56
15602.5,46
15604.8,49
15610.7,49
15625.3,49
15630.4,37
15630.4,49
15635.5,55
15637.3,56
15660.5,49
15673.9,56
15682.7,49
15685.7,49
15694.3,56
15717.2,49
15756.3,49
15772.3,49
15775.9,56
15840.6,39
21740.2,54
35588.5,38
35590.7,21
35594.4,49
35598.2,59
35601.2,21
35602.2,49
35609.0,17
35609.4,4
35609.8,59
35610.4,21
35610.7,47
35610.9,48
35611.0,25
35612.1,27
35612.2,38
35612.4,57
35613.2,39
35613.2,56
35613.3,50
35613.5,6
35613.9,49
35614.4,18
35614.6,21
35616.5,49
35622.3,57
35623.4,29
35623.6,4
35623.8,50
35624.2,55
35624.9,18
35624.9,56
35626.0,21
35626.4,50
35626.8,9
35627.6,49
35627.9,30
35628.6,50
35630.0,43
35630.1,21
35630.6,9
35631.1,29
35631.2,49
35632.0,56
35636.2,53
35641.8,4
35645.5,50
35647.4,9
35648.1,22
35648.4,17
35648.5,49
35648.6,25
35648.7,55
35649.4,41
35649.8,4
35650.1,57
35650.4,29
35650.8,34
35651.0,18
35651.3,56
35651.8,38
35651.8,50
35653.3,39
35654.7,50
35657.7,50
35658.5,25
35659.9,53
35667.1,50
35667.1,55
35668.7,57
35669.6,49
35670.3,50
35672.8,6
35672.8,50
35673.5,9
35680.3,53
35687.2,31
35697.0,53
35699.7,50
35701.5,49
35713.3,42
35716.8,50
35718.2,53
35719.1,31
35721.0,43
35742.4,53
35757.9,43
46948.7,5
46951.6,59
46972.5,34
46985.0,5
46987.8,56
46998.2,9
46998.5,50
46998.8,55
47002.4,21
47008.0,4
47015.9,50
47016.3,55
47017.1,25
47018.1,17
47020.6,50
47020.9,56
47021.5,55
47025.9,46
47027.5,49
47031.0,30
47033.3,18
47034.1,4
47034.9,57
47035.9,49
47037.3,34
47037.4,51
47037.8,27
47038.0,57
47038.1,50
47038.2,4
47039.5,17
47042.2,30
47042.8,9
47043.2,59
47043.3,6
47044.7,25
47044.7,51
47046.7,49
47051.7,38
47052.2,50
47052.7,35
47053.3,49
47055.9,29
47056.3,21
47057.0,57
47057.8,59
47057.9,31
47058.0,25
47058.8,9
47059.4,57
47060.6,30
47062.0,5
47067.2,49
47068.6,50
47077.8,50
47084.9,51
47085.1,56
47087.1,30
47087.3,55
47087.7,29
47087.9,53
47088.0,4
47088.5,25
47089.3,38
47095.8,51
47096.6,56
47098.6,49
47099.8,25
47099.9,56
47105.1,55
47106.4,29
47108.8,53
47120.2,50
47126.6,59
47128.4,3
47131.1,17
47131.3,56
47135.0,56
47135.2,52
47143.7,21
47144.4,34
47144.4,50
47146.4,57
47146.8,53
47155.7,56
47156.5,50
47190.7,43
47240.3,38
47241.3,34
47260.5,57
47279.1,52
47293.9,52
47296.6,49
47297.8,56
47306.6,52
47311.0,53
47313.3,49
47321.4,52
47330.7,53
47335.1,57
47337.3,59
47338.5,56
47341.4,49
47347.0,55
47349.0,52
47354.6,53
47360.0,52
47362.3,59
47362.8,53
47363.5,3
47364.9,56
47366.5,50
47371.1,56
47372.5,57
47386.2,53
47386.4,52
47388.8,50
47405.0,52
47405.6,49
47410.5,59
47423.2,47
47425.7,53
47430.6,55
47433.1,57
47485.5,42
55826.9,49
55832.3,59
55833.9,56
55835.1,49
55838.8,38
55843.7,49
55843.9,17
55846.3,56
55846.5,50
55847.1,4
55847.9,6
55850.2,38
55851.0,9
55853.5,49
55854.1,3
55854.4,47
55854.6,50
55854.9,21
55856.3,49
55856.5,34
55856.7,47
55858.4,49
55859.3,55
55862.7,30
55864.1,9
55864.2,17
55864.3,55
55866.5,50
55866.6,5
55866.8,49
55867.5,21
55867.7,51
55869.0,56
55869.2,3
55870.0,49
55870.1,50
55870.8,59
55872.4,47
55874.6,47
55874.8,9
55875.0,46
55875.1,25
55885.6,51
55887.4,56
55888.2,49
55890.3,47
55890.5,30
55891.4,56
55891.7,49
55894.0,4
55898.9,51
55904.3,49
55905.1,55
55905.8,50
55906.5,52
55906.9,51
55908.6,55
55910.1,43
55910.3,50
55911.1,47
55912.8,25
55916.6,3
55919.8,55
55922.8,49
55923.3,56
55924.1,47
55930.5,47
55932.8,52
55933.1,50
55934.1,55
