spiketime,electrodes
3211.3,39
3215.5,47
3217.1,56
3221.2,50
3221.3,49
3223.3,29
3223.4,38
3225.6,55
3226.0,29
3226.7,49
3226.9,30
3227.1,51
3227.4,4
3227.7,39
3227.8,56
3228.2,50
3228.5,55
3228.6,38
3229.6,9
3229.7,6
3230.3,34
3230.4,50
3231.3,39
3232.5,25
3232.6,9
3236.2,49
3238.3,21
3238.5,18
3238.7,56
3239.1,6
3239.9,27
3240.1,31
3240.2,59
3242.0,53
3243.5,50
3244.3,49
3251.4,49
3251.8,59
3252.1,50
3252.3,53
3252.9,4
3253.6,55
3253.9,6
3254.4,47
3254.6,57
3254.7,49
3255.6,38
3255.7,51
3256.8,49
3259.2,25
3259.8,56
3260.2,43
3260.4,34
3260.6,9
3260.8,50
3261.2,22
3261.5,25
3262.0,49
3262.3,57
3262.8,50
3263.2,55
3263.6,4
3263.9,6
3264.0,49
3265.3,9
3270.2,49
3271.2,50
3272.6,53
3274.5,41
3274.5,50
3274.6,55
3275.1,56
3275.4,27
3276.0,3
3276.1,4
3277.6,57
3277.8,34
3283.4,53
3284.4,56
3285.3,9
3286.6,56
3287.0,55
3287.8,49
3291.2,38
3293.7,57
3294.8,34
3295.7,53
3296.5,50
3296.8,25
3297.0,55
3297.9,49
3305.4,56
3310.0,53
3312.5,55
3312.6,57
3332.5,53
3333.0,56
3333.7,43
3336.7,50
3338.9,50
3339.3,31
3349.9,50
3354.7,42
3367.0,57
3372.0,31
3379.3,50
3404.9,25
3445.8,25
3448.8,31
3449.7,49
3462.7,25
3464.3,57
3467.3,31
3486.0,25
3499.3,25
3509.8,57
3524.0,25
3527.2,31
3550.9,49
3551.3,25
3580.8,25
3618.1,49
3627.7,57
3647.3,25
3649.0,49
4497.9,54
7402.5,54
8203.8,56
8204.7,38
8216.2,36
8221.1,50
8225.6,21
8229.2,39
8230.2,56
8231.0,34
8231.2,50
8231.7,48
8234.6,39
8237.9,50
8239.1,56
8240.8,30
8242.3,56
8242.4,39
8242.8,4
8243.5,21
8243.7,17
8243.9,18
8247.4,38
8249.0,39
8252.4,9
8255.9,21
8256.0,47
8256.8,25
8258.1,18
8258.2,34
8258.6,56
8258.8,25
8259.2,49
8259.3,30
8261.1,56
8263.1,25
8264.4,30
8265.5,9
8269.9,30
8272.1,21
8276.9,39
8277.4,53
8278.1,43
8279.3,4
8279.9,48
8279.9,49
8281.4,57
8282.1,38
8284.3,9
8284.5,4
