spiketime,electrodes
20221.2,43
20221.9,36
20222.7,46
20224.8,36
20226.2,33
20226.5,13
20226.5,39
20227.9,1
20227.9,57
20229.0,36
20229.0,38
20229.3,37
20229.3,43
20229.7,35
20229.9,42
20230.0,47
20231.0,34
20231.0,38
20231.5,43
20231.6,57
20231.7,6
20231.7,37
20232.0,35
20232.2,59
20232.5,20
20232.5,23
20232.6,56
20232.7,44
20232.8,39
20233.2,34
20233.5,12
20234.0,7
20234.0,54
20234.1,6
20234.1,43
20234.3,1
20234.5,53
20234.7,23
20235.0,25
20235.1,31
20235.1,38
20235.2,39
20235.4,37
20235.7,34
20235.7,51
20235.8,36
20235.9,24
20235.9,28
20236.0,33
20236.5,14
20237.1,23
20237.2,3
20237.2,38
20237.2,39
20237.3,46
20237.7,11
20237.8,1
20237.8,36
20237.9,7
20237.9,12
20237.9,20
20237.9,52
20238.0,34
20238.0,37
20238.0,41
20238.2,43
20238.3,32
20238.6,4
20238.6,29
20238.7,6
20238.7,28
20238.8,51
20238.8,56
20238.9,22
20239.0,59
20239.6,9
20239.6,13
20239.6,30
20239.8,26
20240.0,44
20240.2,20
20240.2,35
20240.2,43
20240.3,8
20240.3,23
20240.3,46
20240.5,36
20240.6,1
20240.7,34
20240.8,31
20240.8,51
20240.9,6
20240.9,11
20240.9,37
20241.0,33
20241.0,41
20241.2,22
20241.2,48
20241.3,53
20241.4,42
20241.5,57
20241.7,59
20241.8,10
20242.0,32
20242.1,25
20242.2,7
20242.2,39
20242.3,35
20242.3,38
20242.4,2
20242.4,23
20242.5,36
20242.5,47
20242.5,49
20242.7,4
20242.7,18
20242.8,24
20242.9,37
20243.1,56
20243.3,3
20243.3,17
20243.3,53
20243.5,19
20243.8,1
20243.9,14
20244.1,44
20244.2,43
20244.2,59
20244.3,27
20244.3,38
20244.5,2
20245.0,41
20245.0,46
20245.2,23
20245.4,34
20245.6,4
20245.6,56
20245.8,51
20246.0,3
20246.0,48
20246.5,37
20246.6,5
20247.0,9
20247.0,59
20247.4,13
20247.4,36
20247.4,49
20247.6,43
20247.7,57
20247.9,11
20248.3,32
20248.3,34
20248.3,41
20248.3,56
20248.5,2
20249.3,1
20249.4,37
20249.7,7
20250.4,36
20250.5,58
20250.6,39
20250.7,59
20250.8,23
20251.0,2
20251.1,57
20251.2,32
20251.8,43
20251.9,6
20252.2,42
20252.4,37
20252.7,39
20254.7,23
20255.1,46
20255.4,36
20255.5,10
20255.7,38
20255.7,51
20256.1,43
20256.2,39
20256.5,2
20256.5,24
20256.5,53
20256.7,57
20256.8,37
20256.8,41
20257.1,59
20257.2,48
20257.2,56
20257.5,10
20257.5,25
20257.6,55
20257.7,29
20257.8,22
20258.1,4
20258.1,6
20258.4,54
20258.5,3
20258.5,23
20258.6,46
20258.7,1
20258.7,35
20258.7,57
20258.8,51
20258.9,2
20258.9,44
20259.0,43
20259.1,59
20259.2,53
20259.4,7
20259.4,26
20259.4,34
20259.6,32
20259.6,56
20259.7,36
20259.8,28
20260.1,11
20260.7,57
20260.8,4
20260.8,23
20260.8,39
20261.1,19
20261.2,17
20261.4,5
20261.5,26
20261.5,31
20261.6,20
20261.6,32
20261.7,30
20261.7,36
20261.9,38
20262.5,59
