spiketime,electrodes
152.6,2
305.9,59
558.1,2
943.5,2
1292.9,59
1358.3,51
1451.7,2
1749.8,2
2127.6,23
2149.4,2
2527.3,2
2744.8,59
2878.7,51
2964.6,2
3247.9,59
3298.3,2
3721.2,2
3831.5,51
4018.4,59
4109.3,2
4376.9,13
4404.6,2
4798.6,2
4807.2,51
5189.6,2
5441.6,2
5577.9,59
5802.4,2
5898.2,51
6238.0,2
6442.1,59
6569.9,2
6872.5,2
7058.7,51
7135.1,2
7358.6,59
7360.9,2
7596.8,51
7745.6,2
7764.6,59
8042.2,2
8232.8,51
8380.8,2
8595.4,2
8648.6,59
8861.2,2
8967.5,51
9251.0,2
9506.3,59
9590.6,2
9846.3,2
9911.4,51
10163.2,2
10195.9,53
10198.6,3
10215.0,35
10221.3,35
10222.4,36
10222.7,43
10223.7,6
10225.2,9
10226.6,10
10229.5,59
10232.1,1
10232.4,32
10233.5,43
10237.7,23
10243.8,53
10253.8,42
10256.6,43
10268.1,43
10271.1,36
10271.8,41
10275.1,24
10275.1,43
10280.4,44
10282.1,47
10283.2,38
10284.6,36
10284.6,43
10288.6,42
10291.7,43
10293.8,51
10301.0,23
10302.1,32
10303.1,13
10303.1,43
10303.4,57
10304.1,34
10304.5,6
10304.5,41
10306.3,10
10307.2,1
10310.6,54
10311.1,39
10312.3,37
10312.7,43
10312.9,6
10313.2,38
10313.9,39
10314.7,43
10317.3,46
10319.8,36
10319.9,37
10320.0,25
10320.7,27
10321.0,43
10321.5,6
10321.5,24
10322.3,44
10323.3,26
10323.4,32
10323.8,57
10324.2,35
10324.5,1
10324.6,34
10324.7,38
10325.2,51
10326.9,23
10327.5,46
10327.8,43
10328.4,29
10328.5,13
10328.5,20
10330.7,9
10330.8,6
10331.4,29
10332.8,43
10332.8,46
10333.3,42
10333.4,36
10334.5,51
10334.6,39
10335.6,23
10336.2,20
10336.2,57
10336.5,45
10336.6,37
10337.2,49
10338.3,34
10339.2,37
10339.7,4
10339.7,51
10339.9,39
10340.0,22
10340.1,26
10340.4,23
10340.5,25
10340.9,34
10341.7,37
10342.1,59
10342.7,23
10343.2,39
10345.7,1
10346.9,6
10348.5,7
10348.6,51
10349.8,10
10350.7,6
10350.8,43
10351.8,53
10352.2,29
10352.8,13
10352.9,25
10353.9,43
10354.5,33
10355.0,34
10355.1,26
10355.6,3
10355.8,49
10356.0,29
10356.0,39
10356.2,43
10356.3,32
10357.0,12
10358.4,32
10358.5,42
10358.6,23
10358.6,34
10359.9,1
10360.1,13
10360.3,57
10362.7,34
10363.5,36
10366.5,6
10370.2,1
10370.3,7
10370.7,6
10370.8,43
10374.4,56
10374.9,39
10375.5,22
10377.6,20
10377.6,42
10377.9,49
10378.4,13
10379.0,1
10382.0,51
10382.3,36
10384.7,34
10385.5,32
10387.2,23
10388.7,1
10391.3,55
10392.3,54
10395.9,6
10396.7,23
10397.7,43
10400.3,42
10400.4,41
10401.6,32
10402.0,55
10403.4,39
10408.9,6
10413.9,49
10417.1,43
10418.3,54
10422.7,42
10430.6,10
10448.8,42
10481.2,36
10496.7,42
10603.4,36
10627.9,36
10677.3,36
10707.2,36
10736.3,36
10771.5,36
10841.9,2
11067.4,51
11311.9,2
11688.9,2
11876.7,59
12123.7,2
12289.7,51
12595.3,2
12837.4,59
13026.9,2
13032.8,51
13305.5,2
13601.1,2
13897.9,2
13945.3,59
14229.8,2
14451.7,51
14658.9,23
14679.2,2
14919.1,59
15001.5,2
15291.1,2
15641.1,2
15667.5,51
15997.1,2
16359.3,2
16569.3,59
16687.5,2
16929.7,2
16993.0,6
17081.5,59
17210.0,2
17229.9,51
17251.9,6
17486.5,2
17625.7,23
17777.4,2
18021.2,59
18055.8,43
18057.3,36
18059.8,34
18061.8,43
18063.3,34
18063.9,36
18064.0,43
18064.7,13
18065.0,18
18065.1,53
18065.6,35
18065.8,51
18066.0,36
18066.1,37
18066.4,34
18066.6,38
18067.0,57
18067.4,54
18067.6,43
18068.6,38
18070.7,20
18071.2,43
18071.6,36
18071.6,51
18071.8,57
18072.1,6
18072.8,53
18073.4,37
18073.8,39
18073.9,48
18074.3,27
18074.3,43
18074.6,10
18075.0,35
18075.1,31
18075.4,37
18075.5,13
18075.5,56
18075.7,23
18076.1,36
18076.1,53
18076.5,34
18076.7,43
18076.8,52
18076.9,25
18077.1,4
18077.2,40
18077.6,59
18077.8,39
18078.1,2
18078.5,13
18078.6,34
18078.9,23
18079.0,32
18079.1,1
18079.1,6
18079.1,22
18079.1,56
18079.5,46
18079.6,59
18079.8,55
18080.1,41
18080.1,43
18080.2,36
18080.6,39
18080.9,54
18081.0,27
18081.3,13
18081.8,30
18081.8,42
18082.0,32
18082.1,40
18082.3,24
18082.3,57
18082.4,3
18082.5,37
18082.8,20
18082.8,43
18083.1,34
18083.4,23
18083.4,53
18083.6,25
18083.7,13
18083.9,30
18083.9,44
18084.0,32
18084.1,36
18084.2,19
18084.3,12
18084.5,22
18084.5,59
18084.6,10
18084.7,37
18085.0,39
18085.0,51
18085.2,4
18085.4,29
18085.5,3
18085.6,23
18085.6,27
18085.7,43
18086.0,32
18086.2,34
18086.7,37
18086.8,12
18086.9,1
18086.9,2
18087.0,54
18087.1,56
18087.1,59
18087.7,10
18087.8,19
18088.0,41
18088.0,58
18088.4,25
18089.3,6
18089.3,7
18089.6,43
18089.7,32
18089.8,54
18090.2,3
18090.2,56
18090.4,59
18090.6,41
18090.7,1
18090.7,53
18090.8,36
18091.3,48
18091.5,7
18091.7,38
18091.8,30
18092.4,4
18092.4,31
18092.5,39
18092.6,54
18092.9,12
18093.6,51
18093.8,23
18093.8,53
18094.1,38
18094.2,57
18094.3,30
18094.5,10
18094.5,37
18095.5,20
18095.9,32
18096.1,22
18096.4,21
18096.4,25
18096.6,13
18096.9,10
18096.9,23
18097.0,3
18097.0,36
18097.1,41
18097.2,19
18097.2,57
18097.3,31
18098.4,32
18098.6,59
18098.7,21
18098.9,10
18099.0,30
18099.5,12
18100.1,1
18100.1,7
18100.1,19
18100.6,26
18101.4,54
18101.9,51
18102.2,10
18102.2,48
18102.4,5
18102.5,23
18102.8,43
18103.1,56
18103.7,9
18103.7,57
18103.8,4
18104.0,55
18104.2,59
18104.3,34
18105.2,36
18106.8,33
18106.8,59
18106.9,6
18107.3,49
18107.6,41
18107.7,32
18107.8,56
18108.2,36
18108.8,34
18109.9,23
18109.9,39
18110.1,27
18110.9,7
18110.9,59
18111.6,57
18111.7,51
18113.0,10
18113.7,43
18114.2,36
18114.3,35
18114.9,39
18115.4,19
18115.7,13
18116.2,59
18116.7,12
18117.3,32
18118.3,57
18118.7,1
18118.8,59
18119.0,23
18119.2,2
18119.7,30
18120.4,32
18120.8,36
18121.3,6
18121.7,10
18121.8,39
18121.9,37
18122.0,1
18122.2,34
18122.2,54
18122.4,59
18122.5,28
18123.2,2
18123.9,52
18124.8,10
18125.0,5
18126.1,12
18126.2,17
18126.7,49
18126.9,23
18127.1,57
18127.3,5
