spiketime,electrodes
152.8,59
160.3,2
414.7,2
612.9,51
618.0,2
743.1,59
944.0,2
1167.7,2
1470.1,59
1593.3,2
1752.8,51
1877.3,2
2255.6,2
2502.5,2
2788.3,2
3042.4,2
3224.2,59
3446.4,2
3766.4,2
3829.2,51
3876.6,59
4037.6,2
4288.1,2
4521.8,2
4695.3,59
4846.7,2
5081.6,2
5173.7,59
5361.7,2
5543.3,51
5657.4,2
5732.5,59
5840.9,2
5960.2,23
6051.2,2
6192.3,59
6320.5,2
6546.0,2
6619.7,51
6876.7,2
7088.7,2
7175.8,59
7385.4,2
7457.2,23
7636.7,2
7879.0,59
7996.5,2
8220.4,2
8362.3,51
8441.5,2
8539.1,59
8670.6,2
8937.1,2
9104.8,51
9173.5,59
9277.8,2
9520.6,2
9824.0,2
10007.4,2
10148.1,59
10311.4,51
10343.4,2
10520.1,2
10795.2,2
10978.7,2
11154.3,2
11177.4,59
11204.7,59
11208.3,59
11218.5,36
11238.5,56
11240.5,43
11242.1,29
11244.0,51
11248.8,51
11256.6,43
11258.7,36
11258.9,59
11259.2,42
11261.0,56
11262.2,2
11263.6,43
11265.0,47
11265.8,7
11266.6,57
11275.1,43
11275.8,36
11280.4,20
11281.6,1
11285.9,23
11290.7,43
11291.2,38
11291.2,39
11291.5,37
11293.1,33
11293.3,57
11293.4,36
11293.9,43
11295.8,6
11297.0,36
11298.3,38
11299.0,57
11299.7,35
11301.7,18
11302.6,43
11303.0,57
11304.1,48
11304.6,36
11305.3,34
11306.1,57
11306.5,10
11307.0,44
11308.6,10
11309.0,34
11310.8,54
11311.2,39
11311.5,23
11311.9,27
11312.2,2
11312.5,19
11312.8,10
11313.5,36
11313.9,25
11314.0,39
11314.7,4
11314.7,43
11315.4,34
11316.0,36
11316.1,51
11316.2,10
11316.2,35
11316.3,57
11316.4,32
11316.5,56
11316.6,40
11316.7,54
11317.1,12
11317.4,24
11317.5,4
11318.2,20
11319.0,43
11319.5,57
11321.3,37
11322.7,59
11323.3,37
11323.7,23
11323.9,6
11324.3,34
11324.6,2
11324.6,51
11324.9,36
11325.3,38
11325.5,10
11326.0,18
11326.9,34
11327.3,38
11327.6,57
11327.9,10
11327.9,12
11328.3,4
11328.6,6
11328.8,13
11329.0,54
11329.1,43
11329.5,25
11329.6,57
11329.9,2
11329.9,23
11330.4,1
11330.5,4
11331.1,36
11331.3,44
11331.9,39
11332.5,27
11333.4,37
11333.7,35
11334.1,51
11334.6,38
11334.9,36
11335.0,56
11335.1,30
11335.2,23
11335.6,37
11336.4,22
11337.0,4
11337.0,56
11337.4,23
11337.8,32
11337.9,38
11338.0,59
11338.6,43
11339.1,4
11339.3,48
11340.2,31
11340.3,34
11340.7,2
11341.1,23
11342.0,4
11342.4,55
11342.5,1
11342.8,36
11343.9,41
11344.7,32
11344.8,9
11344.8,36
11345.2,37
11345.3,56
11345.4,35
11345.4,38
11345.6,11
11345.9,57
11346.4,53
11346.8,14
11348.4,11
11348.6,30
11348.7,21
11349.1,4
11349.2,57
11349.5,27
11349.6,37
11350.3,36
11350.6,29
11350.8,23
11352.0,56
11352.4,4
11352.9,57
11353.8,30
11354.0,43
11355.6,19
11355.8,2
11356.9,4
11357.1,25
11357.1,32
11357.3,31
11358.2,34
11359.3,59
11359.4,33
11359.9,51
11360.3,36
11360.9,48
11361.0,57
11362.4,1
11362.7,9
11363.2,30
11363.9,23
11364.4,1
11365.5,10
11366.1,57
11366.2,23
11368.7,12
11369.0,32
11369.9,2
11370.8,49
11371.3,31
11371.5,51
11377.3,36
11378.0,34
11378.5,4
11379.3,10
11380.8,57
11380.9,54
11384.0,23
11384.7,2
11386.8,30
11387.4,51
11396.5,57
11397.6,12
11398.3,49
11400.8,1
11401.5,10
11402.8,17
11408.8,34
11421.7,21
11430.9,35
11435.4,9
11440.0,10
11506.3,7
11532.6,54
11580.8,51
11742.1,51
11784.8,2
12115.3,2
12320.2,59
12504.5,7
12507.5,2
12774.7,2
12794.2,59
12987.8,2
13300.4,2
13573.6,2
13721.3,59
13886.1,2
14100.0,2
14281.1,2
14318.7,59
14529.2,2
14775.9,2
14931.1,51
14961.4,59
15091.6,2
15299.4,2
15589.7,2
15753.9,2
15999.4,2
16007.6,59
16213.9,2
16440.3,2
16661.8,2
16847.4,2
16947.5,59
17110.0,2
17312.3,2
17481.1,2
17576.9,51
17635.4,59
17739.9,2
17920.1,2
18136.9,2
18186.4,59
18391.7,2
18564.4,2
18840.0,2
19024.5,2
19156.7,59
19235.8,51
19330.5,2
19502.5,2
19724.0,2
19921.0,2
20027.4,59
20180.8,2
