spiketime,electrodes
3786.0,50
3788.2,53
3788.3,46
3790.5,56
3790.6,46
3791.2,57
3791.4,54
3792.2,50
3792.2,53
3792.4,44
3793.0,60
3793.2,56
3793.5,45
3793.7,57
3793.8,31
3793.8,46
3793.8,49
3793.9,48
3793.9,59
3794.5,39
3795.0,53
3795.1,54
3795.5,44
3795.6,30
3795.9,27
3795.9,38
3795.9,46
3796.4,45
3796.7,57
3796.9,40
3797.3,18
3797.4,53
3797.5,50
3797.7,59
3797.8,48
3798.1,8
3798.5,27
3798.9,28
3798.9,44
3799.5,31
3799.5,57
3799.6,7
3799.8,30
3799.8,45
3799.8,46
3800.2,8
3800.4,53
3800.7,9
3800.9,10
3801.3,19
3801.4,28
3801.6,43
3801.7,39
3802.0,13
3802.1,25
3802.5,8
3802.7,57
3803.4,10
3803.8,45
3804.1,9
3804.6,44
3804.6,53
3805.1,57
3805.6,25
3805.8,45
3806.0,46
3806.3,40
3806.4,54
3806.5,49
3806.7,44
3807.1,53
3807.3,57
3807.5,48
3808.2,35
3808.4,28
3809.0,52
3809.4,57
3810.0,13
3810.4,30
3810.5,25
3810.6,28
3810.8,8
3811.0,27
3811.6,9
3811.8,53
3812.1,13
3812.2,3
3812.2,31
3812.4,10
3812.8,8
3812.8,30
3813.6,9
3814.0,53
3814.1,57
3816.2,45
3816.6,44
3817.9,53
3818.0,46
3818.4,7
3818.7,10
3819.7,36
3819.8,13
3820.2,57
3820.7,53
3821.1,59
3821.6,27
3821.6,31
3822.0,25
3822.1,56
3822.2,13
3822.5,57
3822.6,8
3822.9,53
3823.6,31
3823.6,45
3824.0,48
3824.6,8
3825.1,35
3825.2,53
3827.7,7
3828.3,46
3829.7,9
3829.9,7
3830.0,10
3830.5,49
3830.6,53
3832.6,13
3832.9,27
3833.3,39
3834.0,18
3834.0,53
3835.5,31
3835.6,8
3835.6,25
3836.1,10
3836.1,23
3836.3,30
3837.6,8
3837.8,13
3837.9,18
3838.0,9
3838.1,27
3838.2,7
3838.7,57
3839.3,59
3839.4,53
3839.5,31
3839.7,44
3839.8,45
3840.0,48
3840.4,10
3841.5,46
3841.6,35
3841.7,44
3843.5,53
3845.1,27
3846.7,19
3847.9,23
3848.8,27
3849.6,13
3850.5,25
3851.1,30
3851.5,18
3853.5,44
3853.7,7
3853.7,53
3853.9,9
3854.1,27
3854.5,45
3855.5,44
3856.0,46
3856.3,56
3856.8,45
3860.5,8
3860.7,53
3861.8,13
3861.8,19
3862.2,27
3862.5,8
3866.9,25
3866.9,35
3873.1,13
3877.1,53
3882.5,8
3884.5,8
3885.2,13
3885.5,53
3886.6,27
3888.6,7
3932.6,7
4011.8,52
4030.9,49
4043.5,27
4048.6,52
4054.9,57
4057.9,49
4059.4,52
4061.2,30
4061.5,21
4066.9,36
4067.0,27
4075.1,19
4077.1,27
4084.6,27
4088.9,13
4090.3,52
4102.9,21
4104.3,27
4104.3,52
4115.5,59
4128.3,52
4128.7,27
4137.9,36
4143.7,52
4149.7,53
4151.6,19
4152.1,13
4163.0,52
4163.7,27
4164.5,25
4167.2,18
4169.9,53
4170.4,27
4181.7,27
4182.4,21
4192.0,53
4196.9,52
4199.0,27
4203.2,8
4203.5,45
4219.6,53
4221.6,53
4224.9,54
4230.4,49
4249.5,53
4251.5,53
4263.7,27
4284.5,8
4284.8,27
4294.2,53
4296.4,53
15078.7,50
15080.9,44
15081.5,3
15081.8,53
15081.9,46
15082.7,57
15084.1,46
15084.3,39
15084.8,40
15085.3,54
15085.8,44
15086.1,57
15086.4,31
15086.4,53
15087.0,45
15087.3,50
15087.8,46
15087.9,56
15088.0,44
15088.1,39
15088.5,53
15088.6,54
15088.7,57
15088.9,48
15088.9,59
15089.5,13
15089.6,27
15089.6,30
15089.8,31
15089.8,49
15090.1,46
15090.4,28
15090.4,45
15090.6,54
15090.7,57
15091.0,53
15091.2,56
15091.4,3
15091.7,25
15092.0,8
15092.1,31
15092.3,30
15092.3,46
15092.5,23
15092.6,27
15092.6,39
15093.1,57
15093.2,44
15093.4,54
15093.5,13
15093.9,35
15094.0,8
15094.1,18
15094.1,25
15094.1,41
15094.5,21
15094.6,45
15094.7,9
15095.0,10
15095.0,27
15095.1,38
15095.2,57
15095.5,13
15095.5,46
15096.0,19
15096.0,23
15096.1,7
15096.2,25
15097.2,53
15097.5,57
15098.1,30
15098.8,31
15099.1,10
15099.2,38
15099.9,57
15100.2,45
15100.3,49
15100.3,53
15100.4,54
15100.5,56
15101.0,25
15101.2,13
15101.5,27
15101.6,48
15101.7,31
15101.8,18
15101.9,29
15102.0,57
15102.3,30
15102.4,44
15102.4,58
15102.5,45
15102.8,9
15102.9,54
15103.0,23
15103.1,8
15103.9,49
15104.0,39
15104.2,53
15104.4,30
15104.5,10
15104.9,35
15105.0,56
15105.1,8
15105.4,59
15106.5,53
15106.8,27
15107.0,21
15108.6,45
15109.9,27
15110.0,44
15110.1,7
15110.4,53
15110.4,57
15110.9,10
15112.4,31
15112.6,9
15112.9,13
15112.9,25
15113.0,46
15113.0,56
15113.1,18
15113.1,50
15113.4,57
15113.5,27
15113.6,53
15114.7,8
15115.2,45
15115.5,49
15115.6,53
15115.7,13
15115.7,27
15116.1,57
15116.7,8
15119.5,39
15120.0,10
15120.2,27
15120.8,53
15121.0,57
15121.6,25
15121.8,31
15122.6,56
15123.2,44
15123.9,57
15124.2,45
15124.3,39
15124.4,9
15124.5,49
15124.6,8
15124.6,53
15124.7,18
15124.7,46
15124.9,13
15125.1,10
15125.2,44
15125.7,27
15126.0,57
15126.5,56
15126.8,8
15126.9,13
15126.9,48
15127.0,45
15127.3,59
15128.4,35
15135.2,18
15135.3,27
15136.5,12
15136.6,8
15136.7,57
15137.0,44
15137.3,13
15137.3,31
15137.8,36
15137.8,45
15137.9,10
15137.9,23
15138.3,46
15138.6,8
15138.6,53
15139.2,7
15139.4,27
15139.5,9
15139.8,45
15140.3,48
15141.3,59
15143.8,27
15146.8,39
15147.7,18
15147.8,44
15147.9,41
15148.3,31
15148.3,53
15148.7,57
15148.8,8
15149.0,27
15149.1,13
15149.2,4
15149.6,46
15149.7,25
15149.9,28
15150.1,44
15150.5,45
15150.8,8
15151.2,27
15151.2,35
15152.9,56
15159.5,7
15159.6,53
15161.6,27
15163.5,39
15164.2,57
15164.3,44
15165.3,53
15169.0,53
15173.9,27
15177.2,53
15179.0,8
15181.0,8
15183.9,53
15185.0,35
15187.6,18
15188.2,27
15189.2,57
15190.3,53
15193.2,53
15209.8,8
15213.6,27
15214.4,57
15223.6,7
15226.1,39
15227.1,19
15227.7,25
15229.1,53
15233.9,13
15236.5,39
15237.2,27
15238.2,53
15240.0,18
15240.7,59
15241.0,25
15241.3,27
15242.2,13
15244.4,53
15245.8,38
15246.3,39
15248.9,52
