spiketime,electrodes
1082.4,38
4557.2,29
4631.5,41
5255.3,29
5555.0,13
5557.1,41
5563.7,49
5564.4,7
5564.6,6
5567.5,13
5568.9,41
5569.7,45
5569.9,49
5570.1,36
5570.2,7
5570.7,22
5573.8,42
5575.3,49
5575.9,32
5576.8,59
5577.5,12
5578.0,41
5578.3,7
5578.6,30
5579.0,6
5579.8,9
5579.9,28
5579.9,36
5580.0,23
5580.0,32
5580.4,8
5580.8,60
5580.9,24
5581.0,49
5581.1,26
5581.3,22
5581.5,6
5582.6,36
5582.8,48
5583.5,49
5583.6,41
5583.6,60
5583.8,44
5584.0,13
5584.0,21
5584.0,40
5584.1,45
5584.3,6
5584.4,29
5584.4,33
5585.1,36
5585.2,7
5585.2,22
5585.4,23
5585.6,4
5585.8,25
5585.9,19
5586.1,16
5586.1,60
5586.5,26
5587.1,29
5587.1,59
5587.4,9
5588.1,4
5588.1,13
5588.4,3
5589.0,33
5589.5,25
5589.6,29
5590.5,6
5591.0,5
5591.1,60
5591.2,7
5591.2,30
5591.2,35
5591.8,11
5592.0,41
5592.2,26
5592.3,29
5592.4,48
5592.8,33
5593.0,22
5593.2,47
5593.3,36
5593.4,25
5593.6,4
5594.1,23
5594.7,6
5594.7,44
5594.8,29
5595.2,8
5595.2,52
5595.3,33
5595.5,1
5595.5,50
5595.5,59
5595.8,56
5595.9,21
5595.9,25
5596.6,5
5596.6,37
5596.6,49
5596.7,23
5596.8,2
5597.1,41
5597.3,6
5597.5,20
5597.5,53
5597.9,8
5597.9,9
5598.2,7
5598.2,44
5598.3,47
5599.5,45
5599.6,41
5601.9,16
5603.2,19
5603.7,47
5604.2,43
5604.9,13
5604.9,41
5605.5,44
5605.6,38
5606.1,30
5606.3,8
5606.3,20
5606.4,6
5606.4,9
5607.0,11
5607.0,19
5607.1,12
5607.3,28
5607.4,33
5607.8,7
5607.8,17
5607.8,47
5607.9,4
5607.9,42
5608.1,23
5609.4,24
5609.5,3
5609.5,29
5609.5,37
5609.6,30
5609.8,8
5609.8,26
5609.9,59
5610.1,16
5610.2,22
5610.5,6
5611.4,1
5611.4,23
5612.5,50
5612.8,19
5613.1,6
5613.1,47
5613.2,5
5613.2,45
5613.6,41
5613.8,44
5614.0,22
5614.0,60
5614.3,52
5614.5,53
5614.8,59
5615.5,34
5615.6,43
5615.7,36
5616.1,41
5616.7,44
5616.9,33
5617.0,11
5617.2,8
5618.1,6
5618.6,7
5619.8,13
5620.0,60
5620.1,19
5620.8,8
5620.8,23
5620.9,2
5620.9,21
5620.9,33
5621.2,29
5622.1,6
5622.2,24
5622.8,3
5622.9,20
5623.4,13
5623.8,55
5624.0,9
5624.0,11
5624.0,41
5624.1,36
5624.5,7
5624.5,59
5624.6,28
5624.8,22
5625.0,6
5625.2,10
5625.7,49
5626.6,4
5626.6,44
5627.0,40
5627.2,54
5628.3,53
5628.4,47
5632.1,19
5632.3,1
5632.8,4
5632.8,33
5634.0,6
5634.0,7
5634.1,41
5634.1,43
5634.4,22
5635.1,47
5635.2,19
5635.6,38
5635.9,28
5635.9,36
5636.1,29
5636.2,20
5638.0,59
5638.4,22
5639.0,8
5639.2,6
5639.3,4
5640.0,9
5640.0,44
5640.8,17
5641.1,41
5641.8,8
5641.9,2
5643.0,54
5643.2,59
5643.4,6
5643.5,17
5643.5,50
5643.6,3
5643.8,9
5643.8,16
5644.1,11
5644.2,1
5644.7,7
5644.7,55
5644.8,5
5644.8,41
5644.9,19
5644.9,60
5645.1,43
5647.3,16
5649.3,44
5649.4,22
5650.3,41
5650.4,26
5650.6,36
5650.9,4
5651.7,43
5652.5,47
5652.7,49
5653.1,53
5653.2,41
5653.3,42
5653.7,18
5654.0,9
5654.1,33
5654.4,11
5654.8,59
5655.1,12
5655.5,6
5656.4,29
5656.6,50
5656.7,7
5657.1,8
5658.1,22
5658.6,21
5658.9,33
5659.8,13
5660.0,41
5662.0,43
5662.4,45
5662.7,41
5662.8,42
5663.0,44
5664.1,40
5667.0,48
5667.5,59
5667.7,7
5668.0,55
5668.1,6
5668.5,13
5668.7,52
5668.7,60
5669.0,54
5670.5,7
5671.8,44
5672.0,52
5673.0,20
5673.0,22
5673.2,9
5673.5,47
5673.7,24
5673.8,17
5674.4,59
5674.8,18
5675.2,23
5675.9,36
5676.2,20
5676.2,44
5676.4,48
5676.5,33
5676.6,16
5677.1,1
5677.3,4
5677.3,13
5677.7,23
5677.8,8
5677.9,11
5678.5,41
5678.6,6
5682.5,7
5685.3,59
5688.6,41
5689.1,36
