spiketime,electrodes
1367.4,54
1926.7,44
3706.8,54
4188.7,54
4577.7,54
4692.2,54
4753.0,54
4837.0,54
5687.7,29
7374.7,36
13111.7,23
13667.8,41
13672.1,41
13677.9,49
13678.2,60
13679.6,42
13680.0,45
13680.2,6
13680.8,41
13680.8,60
13681.2,26
13682.0,29
13682.1,52
13682.4,48
13683.2,53
13683.3,7
13683.7,45
13683.8,60
13683.9,36
13684.0,32
13684.0,49
13684.3,6
13684.4,42
13684.8,41
13684.9,44
13686.4,12
13686.4,30
13686.4,45
13686.4,58
13686.8,59
13687.4,60
13687.5,47
13687.8,46
13687.8,53
13688.2,42
13688.7,13
13688.7,55
13688.8,48
13688.9,41
13688.9,44
13689.0,9
13689.2,4
13689.3,33
13689.3,59
13689.6,36
13689.7,26
13689.7,29
13689.7,35
13690.0,5
13690.0,30
13690.1,18
13690.9,25
13690.9,32
13691.1,40
13691.3,23
13691.4,22
13691.5,41
13691.6,6
13691.6,13
13691.6,20
13692.1,17
13692.3,47
13692.5,29
13692.6,26
13693.0,44
13693.9,18
13694.1,22
13694.8,23
13695.1,20
13695.1,33
13695.2,4
13695.4,25
13695.6,6
13695.6,29
13696.6,8
13696.7,13
13697.0,11
13697.2,28
13697.3,60
13697.4,59
13697.8,19
13698.0,17
13698.1,47
13698.2,5
13699.3,44
13699.4,22
13701.4,41
13701.5,42
13702.3,59
13702.6,19
13702.8,4
13702.9,6
13703.1,24
13703.3,60
13703.5,36
13703.8,50
13704.5,7
13704.9,12
13705.5,11
13705.7,28
13706.0,1
13706.2,6
13706.2,29
13706.6,8
13707.0,33
13707.3,44
13707.6,5
13707.7,17
13707.8,9
13707.8,23
13707.9,22
13708.0,3
13708.2,45
13708.4,28
13709.1,6
13709.2,60
13709.3,41
13709.3,59
13709.8,19
13709.9,36
13710.1,44
13710.5,4
13710.6,17
13710.7,9
13710.8,53
13711.1,14
13711.2,7
13712.2,16
13712.5,41
13713.2,22
13715.1,44
13718.7,22
13719.3,33
13719.5,20
13719.6,17
13720.0,41
13720.7,6
13720.8,28
13721.5,23
13721.8,11
13722.5,24
13723.2,20
13723.3,29
13723.9,19
13725.1,22
13726.2,35
13726.2,41
13726.9,29
13729.0,6
13729.4,52
13730.0,48
13730.2,60
13730.8,17
13730.9,45
13731.7,41
13732.0,19
13732.0,44
13732.4,50
13732.6,43
13732.7,5
13733.2,28
13733.9,1
13734.8,22
13734.8,60
13734.9,33
13737.2,29
13737.4,19
13737.4,22
13737.8,16
13737.8,20
13739.4,17
13741.0,49
13742.3,13
13742.7,59
13743.0,3
13744.2,60
13745.0,9
