spiketime,electrodes
920.0,41
920.8,6
924.8,6
925.2,4
925.2,41
925.9,3
926.3,22
927.0,7
927.7,16
927.7,41
928.5,17
929.8,53
930.4,34
930.4,59
930.8,60
931.0,6
931.0,49
931.6,22
931.8,41
932.1,5
932.2,1
932.4,52
932.7,23
932.8,55
933.0,53
933.4,50
933.4,60
933.7,49
933.9,36
934.0,33
934.3,9
934.4,22
934.9,59
935.0,28
935.2,8
935.7,45
935.9,52
936.2,47
936.5,11
936.5,42
936.5,48
937.1,23
937.2,46
937.3,41
937.6,6
938.0,17
938.2,44
938.2,45
938.5,16
938.8,60
939.2,22
939.2,39
939.2,50
939.3,4
939.7,33
939.9,19
940.3,25
940.3,49
940.5,5
940.6,59
940.7,36
940.9,48
941.0,45
941.1,11
941.5,29
941.5,60
941.8,8
941.8,22
941.8,30
941.9,44
942.1,41
942.1,55
942.3,6
942.4,19
943.0,12
943.2,3
943.4,9
944.1,36
944.5,60
944.9,23
945.8,28
945.9,44
946.5,22
946.7,19
946.7,24
946.8,13
946.8,17
946.8,29
947.2,38
947.3,25
947.7,18
948.0,21
948.1,4
948.1,16
948.3,33
948.7,6
949.2,11
949.3,17
949.5,41
950.6,60
951.3,9
952.3,16
953.0,41
955.9,33
956.1,4
956.9,60
957.0,22
957.5,29
957.5,41
957.7,45
958.2,6
958.2,44
958.8,5
959.1,43
961.0,16
961.6,52
965.5,50
966.3,60
966.8,23
967.1,22
967.2,6
967.6,41
967.9,17
968.0,59
968.4,43
968.8,49
968.9,60
969.1,33
969.4,4
969.6,7
971.2,6
971.8,36
971.9,41
972.9,51
973.2,34
973.2,44
974.1,43
974.3,45
974.4,50
974.7,17
974.8,41
975.1,20
975.2,60
975.5,11
975.6,4
975.7,47
975.8,23
976.2,30
976.3,13
976.3,44
976.6,16
976.7,33
977.1,22
977.3,18
977.3,59
978.1,6
978.3,60
978.5,1
978.5,41
978.7,5
979.1,7
979.7,16
980.1,59
981.9,39
982.1,41
982.6,43
986.9,17
987.0,4
987.2,28
987.2,60
987.3,13
987.4,23
987.5,3
987.9,20
988.8,16
988.8,29
988.9,50
989.7,60
989.8,4
990.0,53
990.2,33
990.7,41
991.8,46
992.2,36
996.5,7
996.5,17
996.5,22
996.9,4
997.2,13
997.2,28
998.1,3
998.8,23
998.8,60
998.9,51
999.6,4
1000.4,34
1000.7,1
1000.7,41
1001.2,43
1002.2,60
1002.6,33
1003.2,50
1004.9,4
1005.7,53
1006.0,60
1006.2,23
1006.2,58
1006.4,17
1007.9,7
1012.9,33
1013.0,17
1013.3,41
1013.8,20
1013.9,13
1014.4,4
1014.9,43
1015.7,23
1015.9,41
1016.4,50
1016.9,46
1016.9,60
1020.1,22
1020.9,49
1021.4,17
1022.8,20
1023.8,4
1023.9,21
1024.5,17
1024.6,33
1027.1,17
1027.5,23
1029.0,7
1029.3,43
1029.4,3
1029.9,41
1030.0,17
1030.1,33
1030.2,4
1030.3,59
1030.8,34
1031.4,23
1031.6,18
1032.3,50
1032.3,60
1032.6,53
1032.9,20
1033.0,28
1035.0,17
1038.0,17
1040.4,22
1040.4,41
1040.5,20
1040.6,4
1040.7,3
1041.1,23
1045.5,50
1045.6,33
1047.6,17
1051.1,3
1051.2,17
1051.4,60
1051.6,33
1052.3,20
1052.3,43
1053.7,17
1054.1,7
1054.7,41
1054.9,22
1055.2,23
1061.3,50
1062.8,17
1062.9,3
1063.6,60
1064.8,4
1064.8,20
1065.1,33
1067.3,41
1067.8,23
1069.0,7
1074.5,3
1074.7,17
1074.7,50
1075.8,60
1076.4,33
1076.6,13
1076.9,41
1077.0,23
1077.2,53
1077.4,17
1078.0,59
1078.1,20
1078.3,60
1078.8,7
1078.9,44
