spiketime,electrodes
798.6,28
2393.3,7
3352.5,29
3369.7,46
3566.3,29
3610.9,29
3976.0,29
4051.6,29
5431.2,52
6463.8,16
9212.4,7
9666.7,18
9742.9,54
10405.4,13
11233.5,29
11251.5,7
11834.9,46
11881.1,7
11954.5,54
12374.2,52
13617.7,7
14119.8,57
15153.7,39
16000.4,39
16963.2,8
17147.1,29
17500.7,29
17606.6,4
17961.3,54
18333.4,41
18926.4,33
19715.4,54
20290.0,54
20892.8,7
21484.4,54
21975.7,41
21975.8,4
21981.9,41
21983.7,49
21984.3,60
21984.7,41
21984.8,3
21985.2,53
21985.4,6
21985.5,22
21985.8,9
21988.7,60
21989.1,44
21989.4,6
21990.0,5
21990.2,59
21990.6,50
21990.8,3
21990.8,7
21991.0,34
21991.2,42
21991.2,60
21991.5,53
21991.6,8
21992.1,36
21992.2,4
21992.2,6
21992.4,22
21992.4,41
21992.5,45
21992.6,5
21992.7,2
21992.7,47
21992.8,59
21993.4,28
21993.6,17
21993.8,9
21994.0,33
21994.1,20
21994.1,42
21994.2,60
21994.3,13
21994.4,8
21994.8,52
21995.1,6
21995.1,44
21995.2,36
21995.2,41
21995.4,23
21995.4,45
21995.7,25
21995.8,7
21995.8,39
21996.3,9
21996.7,11
21997.5,8
21997.5,17
21997.6,5
21997.6,22
21998.4,6
21998.9,19
21999.2,11
21999.3,28
21999.3,50
21999.8,34
21999.9,23
22000.0,20
22000.2,16
22000.2,22
22000.2,30
22000.5,17
22000.5,41
22000.6,29
22000.6,36
22000.7,26
22001.0,60
22001.1,47
22001.3,1
22001.3,25
22001.4,33
22001.5,2
22001.5,44
22001.6,3
22002.1,35
22002.4,6
22002.5,21
22002.6,19
22002.6,45
22002.7,55
22002.7,59
22002.8,8
22002.8,11
22003.0,17
22003.1,36
22003.2,40
22003.3,9
22003.5,7
22003.6,47
22003.7,5
22003.7,13
22004.0,12
22004.1,29
22004.2,41
22004.2,44
22004.3,37
22004.5,60
22004.6,23
22005.4,45
22005.5,43
22005.7,35
22006.1,20
22006.5,49
22006.8,44
22007.4,29
22008.0,22
22008.9,21
22009.6,25
22010.5,11
22011.0,27
22011.4,3
22011.4,17
22011.4,41
22012.1,16
22012.3,28
22012.6,13
22012.9,22
22013.2,19
22013.3,60
22013.7,9
22014.1,36
22014.7,17
22014.8,16
22015.1,41
22015.2,33
22016.1,48
22016.4,55
22016.9,29
22017.3,37
22018.4,44
22018.5,59
22019.6,41
22019.7,4
22021.2,9
22021.5,17
22021.8,13
22022.0,23
22023.4,16
22023.4,22
22023.6,48
22024.0,29
22024.5,20
22025.3,49
22025.6,43
22025.8,28
22026.4,4
22028.5,3
22028.5,59
22028.7,38
22028.8,5
22028.8,41
22029.0,36
22029.0,44
22029.1,40
22029.3,1
22029.3,7
22029.4,6
22029.5,43
22030.1,32
22030.2,33
22030.4,48
22031.0,28
22031.1,46
22031.3,17
22032.1,29
22034.1,20
22034.4,17
22034.4,19
22034.4,44
22034.6,23
22034.7,22
22040.0,48
22040.5,41
22040.7,16
22042.0,17
22042.4,39
22043.0,33
22043.2,3
