spiketime,electrodes
1229.6,51
2134.3,15
2875.0,54
3303.8,10
3527.2,53
3528.4,6
3530.0,13
3531.7,41
3533.5,46
3536.6,6
3536.8,41
3540.0,8
3540.1,22
3540.6,13
3541.2,34
3542.2,6
3543.8,41
3543.9,49
3545.4,60
3545.6,13
3546.7,29
3547.7,36
3548.8,60
3550.8,3
3551.7,60
3553.1,6
3553.3,27
3553.7,5
3553.9,45
3554.6,58
3554.9,60
3555.3,3
3555.3,28
3555.4,30
3555.5,13
3556.5,9
3557.1,6
3558.0,59
3558.9,22
3560.5,13
3560.7,49
3561.2,41
3561.3,36
3561.4,4
3561.5,33
3561.8,6
3561.8,45
3563.1,28
3563.4,60
3564.6,53
3565.3,29
3565.4,6
3565.7,59
3565.9,60
3566.0,34
3567.2,23
3567.4,41
3567.5,25
3567.7,20
3567.7,33
3568.1,29
3569.4,8
3569.8,60
3571.7,30
3572.1,17
3572.3,28
3572.8,22
3575.6,49
3576.6,46
3579.8,50
3580.7,48
3581.1,44
3581.2,1
3581.8,3
3582.3,17
3583.1,6
3583.5,41
3585.3,43
3585.5,45
3588.4,33
3589.0,28
3589.4,60
3590.2,5
3590.9,33
3592.4,8
3592.4,29
3594.3,28
3594.6,45
3595.3,41
3595.5,8
3595.6,59
3596.2,3
3596.3,60
3596.6,29
3597.6,36
3597.7,6
3598.1,48
3598.9,26
3599.1,30
3599.5,60
3601.6,30
3601.7,28
3602.4,36
3603.3,43
3603.4,1
3603.4,60
3603.5,20
3604.1,18
3604.9,9
3605.6,6
3606.9,59
3607.1,29
3609.1,6
3609.7,30
3611.3,24
3611.9,41
3612.8,2
3613.1,8
3613.6,40
3613.7,3
3615.2,44
3615.3,42
3615.5,41
3615.7,21
3616.1,6
3616.2,8
3616.2,22
3618.7,20
3621.2,44
3622.4,12
3622.8,8
3625.5,29
3628.5,41
3628.7,45
3629.1,20
3629.1,60
3629.3,8
3630.2,17
3630.5,49
3630.8,6
3631.3,24
3634.6,3
3637.4,6
3637.4,8
3637.4,30
3637.9,20
3638.1,22
3638.9,29
3639.0,41
3639.2,31
3640.3,3
3640.3,6
3640.5,20
3640.7,30
3641.1,26
3641.4,29
3641.4,59
3643.3,9
3643.3,24
3643.6,7
3648.7,41
3650.0,22
3652.9,22
3653.0,27
3653.2,47
3654.2,6
3654.2,12
3654.2,17
3654.7,60
3654.8,20
3654.8,41
3655.2,8
3655.2,18
3655.4,42
3655.7,36
3656.1,9
3656.8,6
3657.7,59
3658.2,2
3659.0,1
3660.2,19
3660.4,22
3661.4,28
3664.1,21
3664.2,3
3665.4,18
3665.4,19
3667.2,8
3669.1,13
3669.7,41
3669.8,9
3670.3,6
3671.1,32
3671.7,60
3673.1,6
3673.5,41
3673.7,7
3674.1,20
3675.4,30
3680.0,22
3680.8,30
3681.7,8
3683.1,20
3683.5,6
3683.6,23
3684.3,41
3686.8,52
3687.2,60
3688.5,41
3688.9,12
3689.0,49
3689.5,50
3689.7,13
3690.7,6
3692.8,20
3697.7,9
3698.3,41
3700.6,9
3703.5,3
3704.5,60
3705.8,8
3706.5,13
3707.6,33
3707.9,60
3708.4,35
3709.7,20
3709.9,1
3709.9,2
3709.9,41
3710.0,18
3710.0,30
3710.1,22
3710.3,6
3711.3,23
3712.6,31
3712.7,41
3716.5,6
3716.8,30
3718.7,9
3721.5,20
3722.5,6
3722.6,7
3724.1,60
3724.8,41
3726.4,29
3728.5,36
3733.3,13
3733.3,32
3733.6,36
3733.6,41
3733.7,27
3734.4,20
3734.9,22
3738.6,22
3738.8,6
3739.1,2
3744.0,9
3746.5,9
3749.4,23
3750.0,41
3752.2,20
3755.2,45
3756.2,6
3756.2,18
3757.1,7
3759.8,9
3766.9,41
3776.1,36
3777.9,22
3782.3,6
3785.1,6
3785.9,32
3787.0,22
3792.2,7
3793.0,9
3794.5,6
3794.8,41
3794.9,7
3795.4,1
3799.1,36
3799.5,13
3807.1,41
3813.6,1
3819.8,22
3823.3,7
3824.2,6
3827.3,18
3828.3,9
3828.3,21
3829.0,22
3829.9,20
3832.3,41
3842.1,6
3842.6,32
3843.9,20
3844.6,22
3856.0,9
3856.8,41
3857.4,6
3857.9,27
3859.1,55
3859.9,4
3861.3,9
3861.8,58
3864.5,6
3865.9,36
3866.7,41
3867.0,22
3872.4,21
3876.4,7
3876.6,14
3879.3,6
3887.1,41
3889.0,27
3889.9,18
3899.6,22
3899.8,41
3899.9,13
3901.5,18
3902.4,21
3903.4,22
3915.1,9
3915.4,20
3917.9,27
3919.9,18
3922.0,59
3924.6,20
3936.1,23
3936.8,21
3937.7,22
3940.3,27
3942.3,59
3944.0,41
3944.5,20
3952.2,6
3961.6,13
3962.5,20
3966.9,21
3977.4,22
3992.4,27
3993.5,21
4009.3,18
4015.8,27
4031.4,41
4034.5,21
4037.7,18
4038.8,27
4039.2,22
4042.1,13
4051.1,22
4065.1,27
4075.4,23
4078.8,22
4083.8,13
4102.7,22
4106.5,21
4117.0,27
4118.5,21
4123.2,22
4125.1,8
4127.4,9
4143.1,22
4148.8,9
4149.4,6
4149.6,22
4152.6,27
4155.1,59
4167.2,9
4167.9,22
4172.9,7
4183.1,59
4187.4,21
4192.7,13
4203.4,17
4205.9,9
4209.9,19
4210.6,6
4211.2,22
4213.7,20
4217.8,12
4218.1,13
4218.1,20
4227.6,21
4236.0,7
4238.4,22
4240.0,27
4247.8,41
4251.9,59
4252.6,21
4253.1,6
4261.3,41
4262.4,32
4262.8,31
4268.7,50
4270.1,1
4276.0,14
4279.8,22
4280.1,10
4283.6,22
4286.1,22
4288.2,20
4306.8,6
4308.7,59
4311.3,21
4316.8,41
4318.2,22
4322.9,27
4329.6,42
4335.5,36
4336.5,41
4341.4,53
4342.8,59
4345.7,36
4346.1,22
4348.9,22
4354.5,36
4356.1,41
4356.2,13
4356.4,32
4357.1,7
4358.3,36
4364.2,7
4365.6,30
4365.7,32
4368.2,22
4369.9,41
4370.7,22
4371.9,36
4372.2,6
4374.1,32
4375.4,49
4377.8,32
4378.4,30
4380.5,22
4380.7,41
4381.2,10
4384.3,59
4384.7,6
4388.3,7
4389.1,16
4389.2,29
4392.6,60
4393.3,22
4394.6,21
4394.9,36
4395.4,41
4398.2,37
4399.0,30
4399.9,12
4399.9,32
4400.2,26
4400.3,22
4401.1,36
4402.2,24
4402.4,32
4402.8,49
4404.9,6
4405.7,49
4406.4,10
4407.6,30
4408.0,31
4409.3,36
4410.6,42
4411.3,6
4413.7,28
4417.6,6
4418.9,18
4418.9,27
4419.0,3
4420.3,52
4421.2,48
4421.4,36
4421.7,13
4421.8,6
4425.8,7
4428.9,1
4433.1,7
4435.3,6
4438.1,9
4441.6,32
4442.6,36
4447.4,7
4449.1,42
4450.6,6
4453.2,49
4453.7,1
4454.6,41
4456.9,47
4459.2,22
4459.5,9
4460.0,6
4468.3,6
4471.5,45
4471.8,41
4474.4,7
4480.2,6
4480.7,36
4481.1,37
4485.0,31
4486.3,41
4486.7,59
4488.9,22
4490.9,16
4492.4,7
4494.7,6
4498.8,6
4501.6,44
4502.0,41
4502.3,36
4504.4,1
4511.3,9
4514.0,42
4514.5,26
4517.5,6
4517.9,36
4519.6,30
4520.7,1
4520.7,6
4523.3,6
4529.4,7
4530.1,59
4531.0,44
4534.0,27
4536.7,6
4537.1,3
4537.2,9
4538.6,7
4539.7,12
4539.8,46
4540.5,31
4541.9,49
4542.0,6
4542.1,41
4542.3,36
4542.7,7
4548.1,10
4549.7,22
4550.0,18
4552.1,6
4553.0,22
4557.2,1
4558.7,6
4558.8,10
4558.8,59
4559.1,42
4561.3,41
4568.6,49
4568.8,30
4569.2,22
4570.7,29
4571.3,26
4571.7,22
4572.2,6
4574.0,32
4574.6,7
4574.7,6
4576.5,45
4576.8,41
4577.3,34
4577.7,42
4581.3,17
4584.2,7
4584.3,22
4587.8,7
4588.6,49
4592.1,45
4593.3,32
4594.6,44
4597.8,16
4603.1,6
4604.6,7
4606.0,6
4606.5,42
4606.8,60
4607.6,36
