spiketime,electrodes
1718.8,23
3071.5,32
4466.4,33
4992.2,24
6047.9,54
6303.1,7
6310.2,59
6315.0,7
6315.2,49
6318.1,49
6322.9,49
6323.0,6
6323.2,59
6325.9,53
6327.8,41
6336.0,60
6336.5,45
6336.6,6
6337.0,7
6337.8,50
6338.3,41
6338.4,21
6340.5,28
6341.5,41
6341.9,48
6343.6,49
6344.1,36
6345.4,26
6346.7,31
6346.8,46
6347.8,1
6348.0,20
6348.1,36
6349.1,22
6349.2,7
6349.5,23
6349.8,26
6349.9,6
6350.0,50
6350.2,10
6350.4,1
6350.8,30
6351.2,32
6351.4,29
6351.6,49
6351.9,22
6353.0,48
6354.1,35
6354.5,22
6354.5,24
6354.7,29
6355.6,48
6356.2,44
6356.3,8
6356.6,60
6357.2,29
6357.6,35
6358.2,22
6358.2,41
6358.3,38
6358.5,36
6358.5,49
6359.0,19
6359.4,48
6359.7,29
6359.9,26
6360.0,18
6360.2,5
6360.5,9
6360.6,30
6362.0,6
6362.0,25
6362.1,33
6362.3,8
6362.6,59
6362.9,44
6363.2,45
6363.3,28
6363.4,20
6364.2,7
6364.4,18
6364.5,6
6364.6,47
6364.8,8
6364.9,11
6364.9,41
6365.0,13
6365.5,19
6365.8,60
6366.2,44
6366.2,59
6366.5,43
6367.5,41
6367.8,33
6368.1,23
6369.0,44
6370.4,30
6370.7,13
6371.2,53
6371.3,6
6371.3,29
6371.4,28
6371.9,8
6373.4,18
6374.8,22
6374.8,29
6375.3,33
6375.5,1
6376.1,49
6376.4,6
6376.8,8
6376.8,9
6378.2,44
6378.7,14
6379.0,5
6379.2,42
6379.3,8
6379.6,6
6379.7,1
6379.7,59
6379.9,40
6380.3,49
6380.3,60
6380.4,9
6380.8,53
6381.0,44
6381.4,41
6381.5,36
6383.5,11
6384.2,22
6384.7,6
6384.8,8
6384.8,40
6385.0,3
6385.0,7
6386.3,29
6387.2,22
6388.0,44
6388.3,41
6388.8,6
6388.8,8
6388.8,52
6388.9,20
6389.1,28
6389.1,32
6389.6,7
6390.0,29
6390.3,50
6390.6,36
6390.8,30
6391.1,59
6391.4,41
6392.2,47
6392.5,8
6394.5,19
6394.6,22
6395.6,10
6396.8,23
6397.2,22
6397.5,21
6397.5,44
6397.6,18
6397.7,49
6397.8,7
6397.9,17
6398.1,3
6398.3,6
6398.8,41
6399.1,8
6399.1,43
6399.7,22
6399.9,30
6400.0,53
6400.4,59
6400.8,1
6400.8,6
6400.9,21
6401.9,8
6402.0,41
6402.1,49
6402.8,36
6405.2,21
6406.3,41
6406.4,31
6406.4,36
6407.0,52
6407.5,3
6408.1,8
6409.4,7
6409.4,22
6410.3,5
6410.8,17
6411.7,8
6411.8,9
6412.1,6
6412.9,13
6413.0,23
6413.1,20
6413.4,28
6413.4,29
6415.0,4
6415.2,1
6415.2,6
6415.3,59
6416.2,22
6416.6,26
6416.8,13
6417.3,29
6417.6,21
6418.2,40
6418.7,36
6419.5,19
6420.3,7
6421.2,44
6422.8,7
6423.2,60
6424.8,41
6425.1,6
6426.6,44
6426.8,22
6427.2,49
6428.3,3
6429.0,9
6429.1,1
6429.1,41
6429.3,22
6430.2,6
6430.6,48
6431.7,44
6431.8,22
6432.2,32
6433.1,17
6433.2,8
6433.5,41
6433.6,30
6434.0,29
6434.1,36
6435.6,7
6436.0,47
6439.2,6
6442.4,20
6444.1,36
6445.1,42
6445.1,44
6445.1,60
6445.2,23
6445.4,7
6445.5,41
6446.9,43
6447.0,6
6450.3,41
6450.3,59
6450.7,6
6450.7,14
6450.7,22
6451.6,3
6451.6,47
6452.3,17
6452.8,8
6453.4,18
6454.0,20
6454.2,6
6454.7,3
6455.2,1
6456.4,22
6456.9,6
6457.3,41
6457.9,40
6466.6,30
6467.6,24
6470.6,32
6471.2,9
6471.3,13
6471.5,22
6471.9,6
6475.0,6
6475.2,36
6475.4,41
6476.8,19
6478.9,3
6478.9,22
6479.5,7
6480.7,8
6480.9,20
6482.9,30
6487.6,9
6491.1,49
6492.9,36
6493.1,22
6495.4,1
6496.2,6
6496.6,7
6498.3,30
6498.4,23
6500.2,58
6500.3,17
6501.3,52
6504.3,7
6506.4,41
6509.9,6
6513.1,34
6513.9,41
6517.5,37
6517.7,42
6517.9,22
6518.1,32
6519.6,29
6521.1,23
