spiketime,electrodes
2871.2,41
2998.7,44
4266.9,15
4330.8,7
6966.5,15
7905.8,7
8603.4,50
8940.0,48
10903.9,19
11940.7,15
12579.0,29
12618.0,11
12816.9,7
12873.2,49
15199.5,46
18107.8,43
18492.7,50
19021.1,2
19657.1,49
20377.9,20
20586.7,21
20990.0,29
21095.2,29
23806.9,7
24336.1,15
24912.2,7
25566.8,49
29440.6,2
29813.5,54
30615.1,29
30894.0,29
37088.6,55
37488.7,54
39749.1,54
39831.6,54
39866.6,54
39878.9,54
39989.3,54
40335.3,21
40335.8,41
40337.1,22
40337.5,6
40338.1,19
40338.4,21
40339.5,36
40339.6,29
40340.0,7
40341.1,20
40341.3,22
40341.4,32
40341.6,21
40341.7,41
40342.3,25
40342.5,6
40342.6,30
40342.7,19
40342.7,36
40342.8,23
40342.9,29
40343.3,28
40343.4,8
40343.5,13
40343.5,17
40343.6,33
40343.9,22
40344.0,11
40344.0,16
40344.2,5
40344.4,26
40344.5,35
40344.6,39
40344.6,59
40344.7,24
40344.8,7
40344.9,45
40345.1,37
40345.2,34
40345.4,20
40345.4,23
40345.4,41
40345.6,4
40345.6,6
40345.6,9
40345.6,29
40345.6,42
40345.9,48
40346.0,8
40346.1,33
40346.6,19
40346.6,53
40346.7,60
40346.8,11
40346.8,44
40347.1,50
40347.2,1
40347.6,5
40347.7,17
40347.7,34
40347.7,39
40347.7,47
40347.9,10
40347.9,13
40348.0,32
40348.1,22
40348.1,49
40348.3,9
40348.3,23
40348.3,29
40348.3,36
40348.3,45
40348.7,8
40348.8,6
40349.0,7
40349.0,41
40349.1,4
40349.1,33
40349.3,60
40349.4,46
40349.6,52
40350.0,18
40350.1,55
40350.2,59
40350.5,44
40350.8,28
40350.9,45
40350.9,54
40351.0,23
40351.0,47
40351.2,3
40351.2,19
40351.4,6
40351.5,49
40351.7,8
40351.8,34
40351.9,50
40351.9,53
40352.1,46
40352.5,36
40352.6,60
40352.7,52
40352.8,40
40353.0,44
40353.4,41
40353.5,51
