spiketime,electrodes
107.5,29
809.6,42
3235.2,56
4784.4,46
5958.0,8
7053.8,24
8849.6,34
16754.8,15
17913.9,29
18002.4,29
18110.0,29
19574.0,29
21600.2,11
21955.3,50
22168.4,57
25136.9,29
25737.8,29
25815.4,29
25818.3,32
26015.0,29
26020.2,35
26506.9,29
28831.1,21
29152.5,58
30973.6,8
31399.7,25
32368.6,22
32700.9,29
32922.6,29
33114.5,29
34576.0,7
42039.6,29
43664.8,49
43730.3,41
43732.8,42
43739.8,7
43741.0,41
43741.4,36
43742.4,50
43743.6,4
43744.7,22
43746.3,41
43746.5,36
43748.9,41
43751.5,46
43752.1,45
43752.6,41
43752.8,6
43753.0,22
43753.7,49
43753.8,42
43755.1,47
43755.2,30
43755.5,36
43755.6,46
43756.2,48
43756.3,41
43756.6,22
43756.6,29
43756.9,42
43757.1,44
43757.3,45
43757.5,49
43757.9,53
43758.3,26
43758.4,33
43758.4,47
43758.5,7
43758.9,60
43759.1,1
43759.2,48
43759.3,9
43760.2,3
43760.2,44
43760.5,45
43760.8,6
43760.9,41
43761.0,8
43761.1,28
43761.5,59
43761.6,60
43761.8,47
43762.0,12
43762.0,22
43762.0,35
43762.1,18
43762.1,53
43762.4,29
43762.9,17
43763.4,20
43763.5,2
43763.7,3
43764.0,33
43764.1,5
43764.3,8
43764.3,60
43764.4,34
43764.7,1
43764.7,13
43765.0,23
43765.1,45
43765.2,22
43765.3,44
43765.7,25
43765.8,17
43765.9,6
43766.4,3
43766.5,28
43766.7,5
43766.8,7
43766.8,49
43767.1,9
43767.2,20
43767.4,41
43767.6,23
43767.7,13
43767.7,22
43767.8,29
43767.9,11
43768.0,60
43768.3,4
43768.5,25
43768.6,1
43768.7,55
43768.9,44
43769.1,6
43769.2,3
43769.2,47
43769.5,17
43769.7,43
43770.0,2
43770.1,53
43770.2,22
43770.3,8
43770.3,9
43770.5,5
43770.6,7
43770.7,40
43771.1,41
43771.1,59
43771.2,52
43771.5,23
43771.5,34
43771.8,60
43772.0,6
43773.2,14
43773.2,19
43774.0,9
43774.5,22
43774.7,16
43774.9,36
43775.1,4
43775.1,33
43775.2,35
43775.7,19
43775.9,6
43775.9,7
43775.9,59
43776.0,26
43776.8,29
43777.1,21
43778.1,40
43778.2,4
43778.4,47
43779.1,41
43779.6,53
43779.7,42
43781.1,19
43781.5,8
43781.5,20
43781.6,9
43781.8,41
43781.8,44
43781.9,16
43782.0,59
43782.1,17
43782.2,1
43782.2,6
43782.2,22
43782.6,11
43782.8,14
43783.0,25
43783.2,4
43783.4,13
43783.4,23
43783.5,10
43783.5,28
43783.6,7
43783.8,18
43783.8,34
43783.8,52
43783.8,54
43784.0,2
43784.1,49
43784.2,8
43784.7,6
43784.7,33
43784.7,60
43785.0,41
43785.2,24
43785.5,25
43786.4,16
43786.4,28
43788.7,41
43789.9,38
43790.1,36
43790.1,43
43790.5,46
43790.8,17
43790.9,50
43791.2,41
43791.3,22
43791.8,33
43792.6,4
43793.5,13
43793.7,41
43793.8,51
43793.9,24
43794.0,3
43794.5,26
43794.6,17
43795.6,20
43795.6,47
43796.3,40
43797.2,42
43797.5,16
43797.6,41
43798.5,50
43799.2,47
43799.5,44
43800.4,5
43800.6,7
43800.7,22
43804.1,23
43804.5,22
43810.0,7
43812.1,41
