spiketime,electrodes
352.2,54
2032.2,7
2414.2,29
2489.7,29
2852.9,22
3055.6,29
3630.6,52
5394.5,28
6014.2,16
7395.1,38
7515.0,54
10599.9,49
11421.9,29
12417.3,29
12724.8,21
12730.5,36
12733.1,32
12733.6,19
12734.2,6
12735.2,41
12735.9,22
12736.5,29
12736.7,6
12737.3,30
12737.3,37
12737.4,7
12737.9,32
12738.0,19
12738.2,25
12738.3,36
12738.6,41
12739.1,31
12739.5,60
12739.8,20
12740.1,26
12740.2,30
12740.5,29
12740.7,22
12741.0,48
12741.2,7
12741.5,23
12741.7,25
12742.4,6
12742.4,20
12742.5,41
12742.8,24
12742.8,36
12742.9,9
12743.0,30
12743.1,35
12743.2,21
12743.2,26
12743.3,22
12743.3,29
12743.3,37
12743.3,45
12743.7,33
12744.0,32
12744.1,19
12744.2,23
12744.4,13
12744.5,17
12745.2,42
12745.4,1
12745.6,20
12745.6,41
12745.8,22
12745.9,28
12746.0,60
12746.3,6
12746.3,8
12746.4,48
12746.5,53
12746.6,9
12746.6,47
12746.7,50
12746.9,49
12747.0,36
12747.3,29
12747.4,16
12747.4,44
12747.4,45
12747.4,59
12747.6,23
12747.8,33
12747.9,18
12748.0,19
12748.1,4
12748.1,11
12748.4,41
12748.8,6
12749.0,40
12749.2,9
12749.4,50
12749.5,60
12749.6,7
12749.6,39
12749.6,53
12749.7,13
12749.8,42
12749.9,8
12749.9,44
12750.0,17
12750.1,47
12750.1,52
12750.2,5
12750.3,49
12750.3,55
12750.4,45
12750.5,34
12751.2,12
12751.3,56
12752.2,41
12752.2,53
12752.6,52
12752.7,60
12753.2,2
12753.2,44
12753.5,19
12753.5,23
12753.7,20
12753.7,49
12753.8,22
12753.8,56
12754.0,59
12754.8,5
12754.8,9
12755.1,21
12755.6,11
12755.6,17
12755.7,12
12755.9,6
12756.0,10
12756.3,41
12756.4,8
12756.5,13
12756.5,16
12756.5,22
12756.7,60
12756.8,4
12757.2,7
12757.2,20
12757.2,46
12757.6,29
12757.8,9
12758.1,23
12758.2,59
12758.4,6
12758.4,21
12758.5,53
12758.7,10
12758.8,40
12759.3,13
12759.3,17
12759.3,60
12759.4,30
12759.4,49
12759.5,2
12759.6,5
12759.8,4
12759.8,41
12759.8,46
12760.1,29
12760.2,45
12760.4,1
12760.5,44
12760.6,3
12761.1,33
12762.1,49
12762.4,16
12765.4,4
12765.6,8
12765.6,9
12766.1,17
12766.4,13
12766.7,22
12766.8,41
12766.8,53
12766.9,35
12766.9,60
12767.1,6
12767.1,23
12767.4,7
12767.5,33
12767.5,37
12767.5,55
12767.7,43
12767.7,59
12767.9,42
12767.9,58
12768.1,38
12768.4,18
12769.2,36
12769.8,41
12771.3,16
12771.7,43
12772.9,45
12773.0,44
12774.0,7
12774.1,4
12774.3,41
12774.3,42
12774.4,3
12774.5,17
12774.6,5
12774.8,19
12774.8,59
12775.0,55
12775.2,8
12775.4,1
12776.2,45
12776.5,16
12776.5,43
12776.6,21
12776.7,49
12776.8,44
12777.1,41
12777.2,17
12777.3,23
12777.3,51
12777.5,50
12777.6,30
12777.6,33
12777.8,52
12777.9,9
12777.9,22
12778.0,53
12778.3,20
12778.4,4
12778.7,13
12778.8,14
12779.1,2
12779.1,29
12779.6,18
12779.8,16
12780.0,28
12780.5,1
12780.5,19
12780.6,17
12780.9,3
12780.9,53
12780.9,60
12781.0,8
12781.3,23
12781.5,7
12781.5,13
12781.7,9
12781.7,59
12782.0,11
12782.1,6
12782.3,5
12782.3,55
12783.4,17
12783.6,45
12784.5,9
12784.6,41
12785.5,7
12785.6,16
12785.6,44
12786.4,4
12787.2,22
12787.3,39
12788.0,7
12788.7,55
12788.8,41
12789.1,13
12789.5,4
12789.8,33
12790.0,35
12791.0,38
12792.2,43
12792.7,1
12792.8,23
12792.9,17
12793.1,41
12794.1,48
12794.3,7
12794.8,16
12795.0,3
12795.1,8
12795.1,50
12795.2,4
12795.3,49
12795.8,33
12795.9,13
12796.1,9
12796.2,43
12796.4,36
12796.6,60
12796.7,48
12796.8,41
12798.0,7
12798.1,6
12798.3,28
12798.4,16
12799.1,53
12800.6,1
12800.7,44
12800.9,59
12801.7,17
12802.2,6
12802.7,8
12802.7,13
12802.8,4
12802.8,7
12803.1,16
12803.7,9
12804.1,45
12805.2,41
12805.8,53
12808.4,51
12808.5,36
12810.4,33
12810.9,17
12811.5,43
12812.1,13
12812.2,4
12812.2,7
12812.5,41
12812.6,49
12812.8,44
12812.9,50
12812.9,52
12813.0,1
12813.2,8
12813.3,34
12813.3,38
12813.4,36
12813.4,48
12813.5,53
12813.9,20
12814.0,3
12814.4,6
12814.7,4
12814.9,9
12815.3,23
12816.5,16
12819.0,17
12821.5,17
12821.8,7
12822.2,5
12822.2,13
12822.9,42
12823.2,41
12823.3,33
12823.6,4
12824.8,16
12824.8,51
12825.0,49
12825.3,20
12825.4,40
12825.5,43
12826.3,53
12827.5,44
12828.2,40
12828.5,9
12830.9,33
12831.0,7
12831.5,1
12831.9,17
12832.2,11
12833.2,13
12833.3,4
12834.4,17
12834.7,45
12835.3,32
12835.7,42
12835.8,23
12835.9,36
12836.0,41
12838.1,29
12839.0,44
12839.2,33
12839.5,41
12841.1,3
12841.9,28
12842.2,6
12842.5,8
12842.6,4
12842.9,33
12843.2,17
12843.8,7
12844.1,1
12844.4,13
12845.5,8
12845.9,17
12850.5,33
12851.9,41
12852.8,17
12852.8,36
12853.5,50
12853.9,33
12854.3,4
12854.5,3
12855.5,28
12855.6,23
12856.2,9
12856.2,14
12856.5,7
12856.6,53
12857.2,17
12858.1,23
12861.0,17
12861.0,30
12861.3,46
12862.5,33
12863.4,13
12863.9,41
12864.0,30
12864.7,3
12865.3,50
12865.4,45
12865.6,38
12866.0,33
12866.3,44
12866.8,7
12869.4,7
12869.5,23
12869.8,17
12870.2,58
12876.4,33
12877.8,41
12878.7,7
12879.0,50
12880.3,17
12880.5,3
